INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,VALUE,OPR_INTERVAL,GROUP
2025-04-21T12:45:00-00:00,2025-04-21T12:50:00-00:00,2025-04-21,06,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,32.91319,10,2
2025-04-21T12:50:00-00:00,2025-04-21T12:55:00-00:00,2025-04-21,06,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,33.04193,11,2
2025-04-21T12:55:00-00:00,2025-04-21T13:00:00-00:00,2025-04-21,06,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,37.42366,12,2
2025-04-21T13:00:00-00:00,2025-04-21T13:05:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,30.79043,1,2
2025-04-21T13:05:00-00:00,2025-04-21T13:10:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,32.91989,2,2
2025-04-21T13:10:00-00:00,2025-04-21T13:15:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,31.62973,3,2
2025-04-21T13:15:00-00:00,2025-04-21T13:20:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,31.92853,4,2
2025-04-21T13:20:00-00:00,2025-04-21T13:25:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,32.9065,5,2
2025-04-21T13:25:00-00:00,2025-04-21T13:30:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,32.54986,6,2
2025-04-21T13:30:00-00:00,2025-04-21T13:35:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,32.19598,7,2
2025-04-21T13:35:00-00:00,2025-04-21T13:40:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,31.85994,8,2
2025-04-21T13:40:00-00:00,2025-04-21T13:45:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,29.16132,9,2
2025-04-21T13:45:00-00:00,2025-04-21T13:50:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,23.11896,10,2
2025-04-21T13:50:00-00:00,2025-04-21T13:55:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,22.30409,11,2
2025-04-21T13:55:00-00:00,2025-04-21T14:00:00-00:00,2025-04-21,07,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,22.37566,12,2
2025-04-21T14:00:00-00:00,2025-04-21T14:05:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,28.65318,1,2
2025-04-21T14:05:00-00:00,2025-04-21T14:10:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,28.32691,2,2
2025-04-21T14:10:00-00:00,2025-04-21T14:15:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,22.96608,3,2
2025-04-21T14:15:00-00:00,2025-04-21T14:20:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,22.29217,4,2
2025-04-21T14:20:00-00:00,2025-04-21T14:25:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,10.64,5,2
2025-04-21T14:25:00-00:00,2025-04-21T14:30:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,8.65628,6,2
2025-04-21T14:30:00-00:00,2025-04-21T14:35:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,11.8836,7,2
2025-04-21T14:35:00-00:00,2025-04-21T14:40:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,7.29624,8,2
2025-04-21T14:40:00-00:00,2025-04-21T14:45:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,5.07196,9,2
2025-04-21T14:45:00-00:00,2025-04-21T14:50:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0,10,2
2025-04-21T14:50:00-00:00,2025-04-21T14:55:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0,11,2
2025-04-21T14:55:00-00:00,2025-04-21T15:00:00-00:00,2025-04-21,08,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0,12,2
2025-04-21T15:00:00-00:00,2025-04-21T15:05:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.50661,1,2
2025-04-21T15:05:00-00:00,2025-04-21T15:10:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,3.19455,2,2
2025-04-21T15:10:00-00:00,2025-04-21T15:15:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,1.16854,3,2
2025-04-21T15:15:00-00:00,2025-04-21T15:20:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,1.1671,4,2
2025-04-21T15:20:00-00:00,2025-04-21T15:25:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.43754,5,2
2025-04-21T15:25:00-00:00,2025-04-21T15:30:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.42868,6,2
2025-04-21T15:30:00-00:00,2025-04-21T15:35:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.43705,7,2
2025-04-21T15:35:00-00:00,2025-04-21T15:40:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.4354,8,2
2025-04-21T15:40:00-00:00,2025-04-21T15:45:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.42689,9,2
2025-04-21T15:45:00-00:00,2025-04-21T15:50:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,5.07145,10,2
2025-04-21T15:50:00-00:00,2025-04-21T15:55:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,2.94078,11,2
2025-04-21T15:55:00-00:00,2025-04-21T16:00:00-00:00,2025-04-21,09,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,1.77384,12,2
2025-04-21T16:00:00-00:00,2025-04-21T16:05:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,6.7243,1,2
2025-04-21T16:05:00-00:00,2025-04-21T16:10:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,10.98408,2,2
2025-04-21T16:10:00-00:00,2025-04-21T16:15:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,10.40451,3,2
2025-04-21T16:15:00-00:00,2025-04-21T16:20:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,10.26578,4,2
2025-04-21T16:20:00-00:00,2025-04-21T16:25:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,8.28271,5,2
2025-04-21T16:25:00-00:00,2025-04-21T16:30:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,5.88428,6,2
2025-04-21T16:30:00-00:00,2025-04-21T16:35:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,4.2123,7,2
2025-04-21T16:35:00-00:00,2025-04-21T16:40:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,1.98911,8,2
2025-04-21T16:40:00-00:00,2025-04-21T16:45:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.44444,9,2
2025-04-21T16:45:00-00:00,2025-04-21T16:50:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.44243,10,2
2025-04-21T16:50:00-00:00,2025-04-21T16:55:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.43917,11,2
2025-04-21T16:55:00-00:00,2025-04-21T17:00:00-00:00,2025-04-21,10,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.44248,12,2
2025-04-21T17:00:00-00:00,2025-04-21T17:05:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.42333,1,2
2025-04-21T17:05:00-00:00,2025-04-21T17:10:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.15112,2,2
2025-04-21T17:10:00-00:00,2025-04-21T17:15:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.18646,3,2
2025-04-21T17:15:00-00:00,2025-04-21T17:20:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.00996,4,2
2025-04-21T17:20:00-00:00,2025-04-21T17:25:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.0024,5,2
2025-04-21T17:25:00-00:00,2025-04-21T17:30:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.0024,6,2
2025-04-21T17:30:00-00:00,2025-04-21T17:35:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.0274,7,2
2025-04-21T17:35:00-00:00,2025-04-21T17:40:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.03951,8,2
2025-04-21T17:40:00-00:00,2025-04-21T17:45:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.07702,9,2
2025-04-21T17:45:00-00:00,2025-04-21T17:50:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-3.24149,10,2
2025-04-21T17:50:00-00:00,2025-04-21T17:55:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-3.61212,11,2
2025-04-21T17:55:00-00:00,2025-04-21T18:00:00-00:00,2025-04-21,11,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-4.99961,12,2
2025-04-21T18:00:00-00:00,2025-04-21T18:05:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.42021,1,2
2025-04-21T18:05:00-00:00,2025-04-21T18:10:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0,2,2
2025-04-21T18:10:00-00:00,2025-04-21T18:15:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,0.42021,3,2
2025-04-21T18:15:00-00:00,2025-04-21T18:20:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.17546,4,2
2025-04-21T18:20:00-00:00,2025-04-21T18:25:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.14595,5,2
2025-04-21T18:25:00-00:00,2025-04-21T18:30:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.02168,6,2
2025-04-21T18:30:00-00:00,2025-04-21T18:35:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.05446,7,2
2025-04-21T18:35:00-00:00,2025-04-21T18:40:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.06619,8,2
2025-04-21T18:40:00-00:00,2025-04-21T18:45:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.5202,9,2
2025-04-21T18:45:00-00:00,2025-04-21T18:50:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.21566,10,2
2025-04-21T18:50:00-00:00,2025-04-21T18:55:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.29828,11,2
2025-04-21T18:55:00-00:00,2025-04-21T19:00:00-00:00,2025-04-21,12,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.21249,12,2
2025-04-21T19:00:00-00:00,2025-04-21T19:05:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.03325,1,2
2025-04-21T19:05:00-00:00,2025-04-21T19:10:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.11768,2,2
2025-04-21T19:10:00-00:00,2025-04-21T19:15:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-1.62399,3,2
2025-04-21T19:15:00-00:00,2025-04-21T19:20:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.97991,4,2
2025-04-21T19:20:00-00:00,2025-04-21T19:25:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.0138,5,2
2025-04-21T19:25:00-00:00,2025-04-21T19:30:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.30897,6,2
2025-04-21T19:30:00-00:00,2025-04-21T19:35:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-3.17114,7,2
2025-04-21T19:35:00-00:00,2025-04-21T19:40:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-5.88398,8,2
2025-04-21T19:40:00-00:00,2025-04-21T19:45:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-6.00999,9,2
2025-04-21T19:45:00-00:00,2025-04-21T19:50:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-5.99373,10,2
2025-04-21T19:50:00-00:00,2025-04-21T19:55:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.7522,11,2
2025-04-21T19:55:00-00:00,2025-04-21T20:00:00-00:00,2025-04-21,13,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-4.52889,12,2
2025-04-21T20:00:00-00:00,2025-04-21T20:05:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-4.52889,1,2
2025-04-21T20:05:00-00:00,2025-04-21T20:10:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.36431,2,2
2025-04-21T20:10:00-00:00,2025-04-21T20:15:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.38229,3,2
2025-04-21T20:15:00-00:00,2025-04-21T20:20:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-6.1673,4,2
2025-04-21T20:20:00-00:00,2025-04-21T20:25:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-5.74143,5,2
2025-04-21T20:25:00-00:00,2025-04-21T20:30:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-6.28567,6,2
2025-04-21T20:30:00-00:00,2025-04-21T20:35:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-4.47661,7,2
2025-04-21T20:35:00-00:00,2025-04-21T20:40:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-3.398,8,2
2025-04-21T20:40:00-00:00,2025-04-21T20:45:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.3614,9,2
2025-04-21T20:45:00-00:00,2025-04-21T20:50:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-3.0908,10,2
2025-04-21T20:50:00-00:00,2025-04-21T20:55:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.04975,11,2
2025-04-21T20:55:00-00:00,2025-04-21T21:00:00-00:00,2025-04-21,14,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.06753,12,2
2025-04-21T21:00:00-00:00,2025-04-21T21:05:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.87014,1,2
2025-04-21T21:05:00-00:00,2025-04-21T21:10:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.87457,2,2
2025-04-21T21:10:00-00:00,2025-04-21T21:15:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-0.87508,3,2
2025-04-21T21:15:00-00:00,2025-04-21T21:20:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-2.06213,4,2
2025-04-21T21:20:00-00:00,2025-04-21T21:25:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-6.80861,5,2
2025-04-21T21:25:00-00:00,2025-04-21T21:30:00-00:00,2025-04-21,15,DLAP_SCE-APND,DLAP_SCE-APND,DLAP_SCE-APND,RTM,MCE,LMP_ENE_PRC,DLAP_SCE-APND,ALL_APNODES,0,-6.8539,6,2
